"Gender","Age","Family_history_with_overweight","high_calorie_food_eat","vegetable_eat_daily","main_meals_daily","food_between_meals","SMOKE","Water_daily","Calories_monitoring","Physical_activity","Electronic_usage_daily","Alcohol_consumption","Method_of_Transport","Obesity_Level","food_between_meals_num","Alcohol_consumption_num","Obesity_Level_num","Method_of_Transport_num","Age_group","Diet_score"
"Male",31,"Yes","Yes",2.15,3,"Sometimes","No",2.13,"No",0.39,0.3,"Sometimes","Automobile","Obesity Type II",1,1,5,0,"Adult",3
"Male",30,"Yes","Yes",2.94,3,"Sometimes","No",2.06,"No",0.37,1.3,"Sometimes","Automobile","Obesity Type II",1,1,5,0,"Adult",3
"Male",37,"Yes","Yes",2.54,3,"Sometimes","No",1.89,"No",0.69,0.1,"Sometimes","Automobile","Obesity Type II",1,1,5,0,"Middle age",2
"Male",37,"Yes","Yes",2.61,3,"Sometimes","No",1.8,"No",0.64,0.2,"Sometimes","Automobile","Obesity Type II",1,1,5,0,"Middle age",2
"Male",21,"Yes","Yes",1.8,3,"Sometimes","No",2,"No",1.69,0.8,"Sometimes","Public Transportation","Obesity Type II",1,1,5,2,"Young adult",3
"Male",22,"Yes","Yes",1.48,3,"Sometimes","No",2,"No",1.11,0.7,"Sometimes","Public Transportation","Obesity Type II",1,1,5,2,"Young adult",3
"Male",25,"Yes","Yes",1.74,3,"Sometimes","No",2.04,"No",1.39,0.4,"Sometimes","Public Transportation","Obesity Type II",1,1,5,2,"Young adult",3
"Male",23,"Yes","Yes",1.66,3,"Sometimes","No",2,"No",0.98,0.7,"Sometimes","Public Transportation","Obesity Type II",1,1,5,2,"Young adult",3
"Male",23,"Yes","Yes",2.6,3,"Sometimes","No",2.01,"No",1.52,0.3,"Sometimes","Public Transportation","Obesity Type II",1,1,5,2,"Young adult",3
"Male",24,"Yes","Yes",2.23,3,"Sometimes","No",2.36,"No",1.94,0.7,"Sometimes","Public Transportation","Obesity Type II",1,1,5,2,"Young adult",3
"Male",25,"Yes","Yes",3,3,"Sometimes","No",3,"No",1.69,0.3,"Sometimes","Public Transportation","Obesity Type II",1,1,5,2,"Young adult",4
"Male",25,"Yes","Yes",3,3,"Sometimes","No",3,"No",1.47,0.3,"Sometimes","Public Transportation","Obesity Type II",1,1,5,2,"Young adult",4
"Male",30,"Yes","Yes",2.52,3,"Sometimes","No",2.23,"No",0.35,1.1,"Sometimes","Automobile","Obesity Type II",1,1,5,0,"Adult",3
"Male",30,"Yes","Yes",2.11,3,"Sometimes","No",2.36,"No",0.43,1.4,"Sometimes","Automobile","Obesity Type II",1,1,5,0,"Adult",3
"Male",31,"Yes","Yes",2.97,3,"Sometimes","No",2.83,"No",0.45,1.9,"Sometimes","Automobile","Obesity Type II",1,1,5,0,"Adult",3
"Male",30,"Yes","Yes",2.91,3,"Sometimes","No",2.28,"No",0.65,1.7,"Sometimes","Automobile","Obesity Type II",1,1,5,0,"Adult",3
"Male",24,"Yes","Yes",1.45,3,"Sometimes","No",2,"No",1.38,0.6,"Sometimes","Public Transportation","Obesity Type II",1,1,5,2,"Young adult",3
"Male",23,"Yes","Yes",1.54,3,"Sometimes","No",2,"No",1.63,0.6,"Sometimes","Public Transportation","Obesity Type II",1,1,5,2,"Young adult",3
"Male",23,"Yes","Yes",1.89,3,"Sometimes","No",2,"No",1.92,0.9,"Sometimes","Public Transportation","Obesity Type II",1,1,5,2,"Young adult",3
"Male",23,"Yes","Yes",2.01,3,"Sometimes","No",1.97,"No",1.59,0.8,"Sometimes","Public Transportation","Obesity Type II",1,1,5,2,"Young adult",2
"Male",39,"Yes","Yes",2.49,4,"Sometimes","No",1,"No",1.86,0,"No","Automobile","Obesity Type II",1,0,5,0,"Middle age",3
"Male",36,"Yes","Yes",2.54,3,"Sometimes","No",1,"No",1.67,0,"No","Automobile","Obesity Type II",1,0,5,0,"Middle age",3
"Male",33,"Yes","Yes",2.81,3,"Sometimes","No",1,"No",1.98,0,"No","Public Transportation","Obesity Type II",1,0,5,2,"Adult",3
"Male",34,"Yes","Yes",2.56,3,"Sometimes","No",1.46,"No",1.17,0.4,"No","Public Transportation","Obesity Type II",1,0,5,2,"Adult",3
"Male",22,"Yes","Yes",3,3,"Sometimes","No",1.56,"No",0.8,0,"Sometimes","Public Transportation","Obesity Type II",1,1,5,2,"Young adult",3
"Male",22,"Yes","Yes",2.92,3,"Sometimes","No",1.81,"No",0.48,0,"Sometimes","Public Transportation","Obesity Type II",1,1,5,2,"Young adult",2
"Male",23,"Yes","Yes",3,3,"Sometimes","No",1.59,"No",0.93,0,"Sometimes","Public Transportation","Obesity Type II",1,1,5,2,"Young adult",3
"Male",22,"Yes","Yes",2.84,3,"Sometimes","No",1.71,"No",0.94,0,"Sometimes","Public Transportation","Obesity Type II",1,1,5,2,"Young adult",2
"Male",24,"Yes","Yes",2.88,2,"Sometimes","No",1.01,"No",1,1.1,"No","Public Transportation","Obesity Type II",1,0,5,2,"Young adult",2
"Male",24,"Yes","Yes",3,2,"Sometimes","No",1,"No",0.23,1.7,"No","Public Transportation","Obesity Type II",1,0,5,2,"Young adult",3
"Male",20,"Yes","Yes",2.77,2,"Sometimes","No",1.41,"No",0.17,0.9,"No","Public Transportation","Obesity Type II",1,0,5,2,"Young adult",2
"Male",23,"Yes","Yes",3,2,"Sometimes","No",1.24,"No",1.13,1.7,"No","Public Transportation","Obesity Type II",1,0,5,2,"Young adult",3
"Male",28,"Yes","Yes",2.32,3,"Sometimes","No",2.16,"No",0,1.5,"Sometimes","Automobile","Obesity Type II",1,1,5,0,"Adult",3
"Male",29,"Yes","Yes",2.18,3,"Sometimes","No",2.09,"No",0,1.4,"Sometimes","Automobile","Obesity Type II",1,1,5,0,"Adult",3
"Male",27,"Yes","Yes",1.92,3,"Sometimes","No",2.01,"No",0.18,0.5,"Sometimes","Automobile","Obesity Type II",1,1,5,0,"Adult",3
"Male",24,"Yes","Yes",1.4,3,"Sometimes","No",2.02,"No",0.67,0.1,"Sometimes","Automobile","Obesity Type II",1,1,5,0,"Young adult",3
"Male",25,"Yes","Yes",2.19,3,"Sometimes","No",2.1,"No",1.33,0.4,"Sometimes","Public Transportation","Obesity Type II",1,1,5,2,"Young adult",3
"Male",25,"Yes","Yes",2.1,3,"Sometimes","No",2.1,"No",1.28,0.2,"Sometimes","Public Transportation","Obesity Type II",1,1,5,2,"Young adult",3
"Male",25,"Yes","Yes",2.08,3,"Sometimes","No",2.14,"No",1.5,0.3,"Sometimes","Public Transportation","Obesity Type II",1,1,5,2,"Young adult",3
"Male",25,"Yes","Yes",1.63,3,"Sometimes","No",2.11,"No",1.35,0.1,"Sometimes","Public Transportation","Obesity Type II",1,1,5,2,"Young adult",3
"Male",30,"Yes","Yes",1.26,4,"Sometimes","No",1.98,"No",0.48,0,"Sometimes","Automobile","Obesity Type II",1,1,5,0,"Adult",2
"Male",30,"Yes","Yes",1.07,4,"Sometimes","No",1.98,"No",0.05,0,"Sometimes","Automobile","Obesity Type II",1,1,5,0,"Adult",2
"Male",40,"Yes","Yes",2.31,4,"Sometimes","No",1.01,"No",1.16,0,"No","Automobile","Obesity Type II",1,0,5,0,"Middle age",3
"Male",40,"Yes","Yes",2.29,3,"Sometimes","No",1.87,"No",0.92,0,"No","Automobile","Obesity Type II",1,0,5,0,"Middle age",3
"Male",30,"Yes","Yes",2.58,3,"Sometimes","No",1.38,"No",1.93,0.4,"No","Public Transportation","Obesity Type II",1,0,5,2,"Adult",3
"Male",33,"Yes","Yes",2.68,3,"Sometimes","No",1,"No",1.99,0,"No","Public Transportation","Obesity Type II",1,0,5,2,"Adult",3
"Male",30,"Yes","Yes",2.94,3,"Sometimes","No",1.25,"No",1.18,0.8,"No","Public Transportation","Obesity Type II",1,0,5,2,"Adult",3
"Male",29,"Yes","Yes",2.65,2,"Sometimes","No",1.35,"No",0.33,0.4,"No","Public Transportation","Obesity Type II",1,0,5,2,"Adult",2
"Male",31,"Yes","Yes",2.73,3,"Sometimes","Yes",1.49,"No",1.49,1.1,"Sometimes","Public Transportation","Obesity Type II",1,1,5,2,"Adult",1
"Male",30,"Yes","Yes",2.22,3,"Sometimes","Yes",1.59,"No",1.39,0.9,"Sometimes","Public Transportation","Obesity Type II",1,1,5,2,"Adult",1
"Male",29,"Yes","Yes",2.43,3,"Sometimes","No",1.34,"No",1.64,0.1,"Sometimes","Public Transportation","Obesity Type II",1,1,5,2,"Adult",2
"Male",30,"Yes","Yes",2.5,3,"Sometimes","No",1.36,"No",1.14,0.2,"Sometimes","Public Transportation","Obesity Type II",1,1,5,2,"Adult",2
"Male",30,"Yes","Yes",2.67,3,"Sometimes","No",2.15,"No",0.88,0.6,"Sometimes","Automobile","Obesity Type II",1,1,5,0,"Adult",3
"Male",31,"Yes","Yes",2.58,3,"Sometimes","No",2.08,"No",1.04,0.4,"Sometimes","Automobile","Obesity Type II",1,1,5,0,"Adult",3
"Male",30,"Yes","Yes",2.34,3,"Sometimes","No",2.3,"No",0.57,0.9,"Sometimes","Automobile","Obesity Type II",1,1,5,0,"Adult",3
"Male",30,"Yes","Yes",2.12,3,"Sometimes","No",2.19,"No",0.99,1.6,"Sometimes","Automobile","Obesity Type II",1,1,5,0,"Adult",3
"Male",26,"Yes","Yes",2.25,3,"Sometimes","No",2.72,"No",0.76,0,"Sometimes","Public Transportation","Obesity Type II",1,1,5,2,"Adult",3
"Male",26,"Yes","Yes",2.24,3,"Sometimes","No",2.8,"No",0.84,0,"Sometimes","Public Transportation","Obesity Type II",1,1,5,2,"Adult",3
"Male",25,"Yes","Yes",2.13,3,"Sometimes","No",2.53,"No",1,0,"Sometimes","Public Transportation","Obesity Type II",1,1,5,2,"Young adult",3
"Male",26,"Yes","Yes",2.07,3,"Sometimes","No",2.54,"No",1.22,0,"Sometimes","Public Transportation","Obesity Type II",1,1,5,2,"Adult",3
"Male",37,"Yes","Yes",2.07,3,"Sometimes","No",2.02,"No",0.13,0,"Sometimes","Automobile","Obesity Type II",1,1,5,0,"Middle age",3
"Male",37,"Yes","Yes",2.15,3,"Sometimes","No",2.04,"No",0.85,0,"Sometimes","Automobile","Obesity Type II",1,1,5,0,"Middle age",3
"Male",28,"Yes","Yes",3,3,"Sometimes","No",2.72,"No",0.74,1,"Sometimes","Automobile","Obesity Type II",1,1,5,0,"Adult",4
"Male",27,"Yes","Yes",2.91,3,"Sometimes","No",2.5,"No",0.95,0.8,"Sometimes","Automobile","Obesity Type II",1,1,5,0,"Adult",3
"Male",25,"Yes","Yes",2.16,3,"Sometimes","No",2.12,"No",1.33,0,"Sometimes","Public Transportation","Obesity Type II",1,1,5,2,"Young adult",3
"Male",25,"Yes","Yes",2.18,3,"Sometimes","No",2.13,"No",1.31,0.1,"Sometimes","Public Transportation","Obesity Type II",1,1,5,2,"Young adult",3
"Male",25,"Yes","Yes",2.22,3,"Sometimes","No",2.17,"No",1.32,0.7,"Sometimes","Public Transportation","Obesity Type II",1,1,5,2,"Young adult",3
"Male",25,"Yes","Yes",2.2,3,"Sometimes","No",2.16,"No",1.29,1.2,"Sometimes","Public Transportation","Obesity Type II",1,1,5,2,"Young adult",3
"Male",29,"Yes","Yes",1.95,3,"Sometimes","No",2.04,"No",0,0.6,"Sometimes","Automobile","Obesity Type II",1,1,5,0,"Adult",3
"Male",29,"Yes","Yes",2.26,3,"Sometimes","No",2.12,"No",0,0.8,"Sometimes","Automobile","Obesity Type II",1,1,5,0,"Adult",3
"Male",26,"Yes","Yes",2.22,3,"Sometimes","No",2.09,"No",0.55,1.7,"Sometimes","Automobile","Obesity Type II",1,1,5,0,"Adult",3
"Male",28,"Yes","Yes",2.31,3,"Sometimes","No",2.15,"No",0,1.6,"Sometimes","Automobile","Obesity Type II",1,1,5,0,"Adult",3
"Male",26,"Yes","Yes",2.42,3,"Sometimes","No",2.9,"No",1.24,0.6,"Sometimes","Public Transportation","Obesity Type II",1,1,5,2,"Adult",3
"Male",27,"Yes","Yes",2.64,3,"Sometimes","No",2.97,"No",1.16,0.8,"Sometimes","Public Transportation","Obesity Type II",1,1,5,2,"Adult",3
"Male",27,"Yes","Yes",2.97,3,"Sometimes","No",2.57,"No",0.69,1.3,"Sometimes","Public Transportation","Obesity Type II",1,1,5,2,"Adult",3
"Male",26,"Yes","Yes",2.35,3,"Sometimes","No",2.73,"No",0.69,0.2,"Sometimes","Public Transportation","Obesity Type II",1,1,5,2,"Adult",3
"Male",22,"Yes","Yes",2.65,3,"Sometimes","No",1.78,"No",1.17,0,"Sometimes","Public Transportation","Obesity Type II",1,1,5,2,"Young adult",2
"Male",22,"Yes","Yes",2.74,3,"Sometimes","No",1.82,"No",1.09,0,"Sometimes","Public Transportation","Obesity Type II",1,1,5,2,"Young adult",2
"Male",23,"Yes","Yes",2.59,3,"Sometimes","No",2.31,"No",1.49,0.3,"Sometimes","Public Transportation","Obesity Type II",1,1,5,2,"Young adult",3
"Male",24,"Yes","Yes",2.61,3,"Sometimes","No",2.36,"No",1.14,0.1,"Sometimes","Public Transportation","Obesity Type II",1,1,5,2,"Young adult",3
"Male",30,"Yes","Yes",2.77,3,"Sometimes","No",2.17,"No",1.09,1.2,"Sometimes","Automobile","Obesity Type II",1,1,5,0,"Adult",3
"Male",31,"Yes","Yes",2.78,3,"Sometimes","No",2.11,"No",0.93,0.3,"Sometimes","Automobile","Obesity Type II",1,1,5,0,"Adult",3
"Male",31,"Yes","Yes",2.23,3,"Sometimes","No",2.15,"No",0.89,0.5,"Sometimes","Automobile","Obesity Type II",1,1,5,0,"Adult",3
"Male",30,"Yes","Yes",2.57,3,"Sometimes","No",2.22,"No",1.02,1.1,"Sometimes","Automobile","Obesity Type II",1,1,5,0,"Adult",3
"Male",31,"Yes","Yes",2.5,3,"Sometimes","Yes",1.66,"No",0.99,0.2,"Sometimes","Public Transportation","Obesity Type II",1,1,5,2,"Adult",1
"Male",31,"Yes","Yes",2.15,3,"Sometimes","Yes",1.49,"No",0.88,0.5,"Sometimes","Public Transportation","Obesity Type II",1,1,5,2,"Adult",1
"Male",30,"Yes","Yes",2.02,3,"Sometimes","No",1.83,"No",0.8,0.2,"Sometimes","Public Transportation","Obesity Type II",1,1,5,2,"Adult",2
"Male",30,"Yes","Yes",2.93,3,"Sometimes","No",1.51,"No",0.9,1,"Sometimes","Public Transportation","Obesity Type II",1,1,5,2,"Adult",2
"Male",25,"Yes","Yes",1.41,3,"Sometimes","No",2,"No",1.59,0,"Sometimes","Public Transportation","Obesity Type II",1,1,5,2,"Young adult",3
"Male",25,"Yes","Yes",1.29,3,"Sometimes","No",2.01,"No",1.38,0,"Sometimes","Public Transportation","Obesity Type II",1,1,5,2,"Young adult",3
"Male",25,"Yes","Yes",1.62,3,"Sometimes","No",2.08,"No",1.54,0.4,"Sometimes","Public Transportation","Obesity Type II",1,1,5,2,"Young adult",3
"Male",25,"Yes","Yes",1.53,3,"Sometimes","No",2.08,"No",1.52,0.2,"Sometimes","Public Transportation","Obesity Type II",1,1,5,2,"Young adult",3
"Male",25,"Yes","Yes",2.04,3,"Sometimes","No",2.44,"No",1.02,0,"Sometimes","Public Transportation","Obesity Type II",1,1,5,2,"Young adult",3
"Male",25,"Yes","Yes",2.19,3,"Sometimes","No",2.44,"No",1.06,0.1,"Sometimes","Public Transportation","Obesity Type II",1,1,5,2,"Young adult",3
"Male",25,"Yes","Yes",1.43,3,"Sometimes","No",2.1,"No",1.11,0.2,"Sometimes","Public Transportation","Obesity Type II",1,1,5,2,"Young adult",3
"Male",25,"Yes","Yes",1.84,3,"Sometimes","No",2.5,"No",1.23,0.1,"Sometimes","Public Transportation","Obesity Type II",1,1,5,2,"Young adult",3
"Male",37,"Yes","Yes",2.14,3,"Sometimes","No",1.89,"No",0.62,0,"Sometimes","Automobile","Obesity Type II",1,1,5,0,"Middle age",2
"Male",38,"Yes","Yes",2.5,3,"Sometimes","No",1.96,"No",0.61,0.7,"Sometimes","Automobile","Obesity Type II",1,1,5,0,"Middle age",2
"Male",38,"Yes","Yes",2.23,3,"Sometimes","No",1.83,"No",0.76,0,"Sometimes","Automobile","Obesity Type II",1,1,5,0,"Middle age",2
"Male",38,"Yes","Yes",2.24,3,"Sometimes","No",1.9,"No",0.82,0,"Sometimes","Automobile","Obesity Type II",1,1,5,0,"Middle age",2
"Male",24,"Yes","Yes",3,2,"Sometimes","No",1.27,"No",0.07,1.6,"No","Public Transportation","Obesity Type II",1,0,5,2,"Young adult",3
"Male",26,"Yes","Yes",2.65,2,"Sometimes","No",1.15,"No",0.22,0.6,"No","Public Transportation","Obesity Type II",1,0,5,2,"Adult",2
"Male",33,"Yes","Yes",2.53,3,"Sometimes","No",1,"No",1.67,0,"No","Public Transportation","Obesity Type II",1,0,5,2,"Adult",3
"Male",32,"Yes","Yes",2.74,3,"Sometimes","No",1,"No",1.98,0.1,"No","Public Transportation","Obesity Type II",1,0,5,2,"Adult",3
"Male",23,"Yes","Yes",2.68,3,"Sometimes","No",2.73,"No",1.16,0.4,"Sometimes","Public Transportation","Obesity Type II",1,1,5,2,"Young adult",3
"Male",23,"Yes","Yes",3,3,"Sometimes","No",2.63,"No",0.98,0,"Sometimes","Public Transportation","Obesity Type II",1,1,5,2,"Young adult",4
"Male",23,"Yes","Yes",2.43,3,"Sometimes","No",2.02,"No",1.58,0.5,"Sometimes","Public Transportation","Obesity Type II",1,1,5,2,"Young adult",3
"Male",24,"Yes","Yes",1.47,3,"Sometimes","No",2.07,"No",1.08,0.1,"Sometimes","Public Transportation","Obesity Type II",1,1,5,2,"Young adult",3
"Male",24,"Yes","Yes",2.91,3,"Sometimes","No",2.44,"No",1.27,0.4,"Sometimes","Public Transportation","Obesity Type II",1,1,5,2,"Young adult",3
"Male",24,"Yes","Yes",2.81,3,"Sometimes","No",2.64,"No",1.28,0,"Sometimes","Public Transportation","Obesity Type II",1,1,5,2,"Young adult",3
"Male",22,"Yes","Yes",2.64,3,"Sometimes","No",1.97,"No",1.53,0.3,"Sometimes","Public Transportation","Obesity Type II",1,1,5,2,"Young adult",2
"Male",23,"Yes","Yes",3,3,"Sometimes","No",2.63,"No",1.19,0,"Sometimes","Public Transportation","Obesity Type II",1,1,5,2,"Young adult",4
"Male",24,"Yes","Yes",2.88,2,"Sometimes","No",1.01,"No",1.08,1.1,"No","Public Transportation","Obesity Type II",1,0,5,2,"Young adult",2
"Male",24,"Yes","Yes",2.89,2,"Sometimes","No",1.01,"No",0.5,1.2,"No","Public Transportation","Obesity Type II",1,0,5,2,"Young adult",2
"Male",30,"Yes","Yes",2.91,3,"Sometimes","No",1,"No",1.89,0.4,"No","Public Transportation","Obesity Type II",1,0,5,2,"Adult",3
"Male",30,"Yes","Yes",2.92,3,"Sometimes","No",1.18,"No",0.96,0.6,"No","Public Transportation","Obesity Type II",1,0,5,2,"Adult",3
"Male",20,"Yes","Yes",2.72,2,"Sometimes","No",1.59,"No",0.03,1.1,"No","Public Transportation","Obesity Type II",1,0,5,2,"Young adult",2
"Male",20,"Yes","Yes",2.8,2,"Sometimes","No",1.13,"No",0.23,0.8,"No","Public Transportation","Obesity Type II",1,0,5,2,"Young adult",2
"Male",25,"Yes","Yes",2.75,2,"Sometimes","No",1.45,"No",0.13,1.2,"No","Public Transportation","Obesity Type II",1,0,5,2,"Young adult",2
"Male",26,"Yes","Yes",2.68,2,"Sometimes","No",1.37,"No",0.18,1,"No","Public Transportation","Obesity Type II",1,0,5,2,"Adult",2
"Female",25,"Yes","Yes",3,3,"Sometimes","No",1.02,"No",0.05,1,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Young adult",3
"Female",26,"Yes","Yes",3,3,"Sometimes","No",1.2,"No",0,0.5,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Adult",3
"Female",18,"Yes","Yes",3,3,"Sometimes","No",2.84,"No",1.99,0.7,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Teen",4
"Female",18,"Yes","Yes",3,3,"Sometimes","No",2.18,"No",2,0.9,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Teen",4
"Female",26,"Yes","Yes",3,3,"Sometimes","No",2.77,"No",0,0.1,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Adult",4
"Female",26,"Yes","Yes",3,3,"Sometimes","No",1.03,"No",0,0.4,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Adult",3
"Female",25,"Yes","Yes",3,3,"Sometimes","No",1.67,"No",0.21,0.7,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Young adult",3
"Female",25,"Yes","Yes",3,3,"Sometimes","No",1.47,"No",0.14,0.4,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Young adult",3
"Female",22,"Yes","Yes",3,3,"Sometimes","No",1.35,"No",0.46,0.3,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Young adult",3
"Female",21,"Yes","Yes",3,3,"Sometimes","No",1.34,"No",1.93,0.9,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Young adult",3
"Female",26,"Yes","Yes",3,3,"Sometimes","No",2.68,"No",0,0.5,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Adult",4
"Female",26,"Yes","Yes",3,3,"Sometimes","No",2.58,"No",0,0.5,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Adult",4
"Female",21,"Yes","Yes",3,3,"Sometimes","No",1.3,"No",1.74,0.9,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Young adult",3
"Female",22,"Yes","Yes",3,3,"Sometimes","No",2.41,"No",0.19,0.8,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Young adult",4
"Female",21,"Yes","Yes",3,3,"Sometimes","No",1.71,"No",0.39,1,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Young adult",3
"Female",21,"Yes","Yes",3,3,"Sometimes","No",2.37,"No",0.75,0.7,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Young adult",4
"Female",18,"Yes","Yes",3,3,"Sometimes","No",2.87,"No",1.47,0.6,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Teen",4
"Female",24,"Yes","Yes",3,3,"Sometimes","No",2.99,"No",0.39,0.5,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Young adult",4
"Female",26,"Yes","Yes",3,3,"Sometimes","No",2.74,"No",0,0,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Adult",4
"Female",26,"Yes","Yes",3,3,"Sometimes","No",2.62,"No",0,0.1,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Adult",4
"Female",25,"Yes","Yes",3,3,"Sometimes","No",2.61,"No",0.25,0.8,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Young adult",4
"Female",26,"Yes","Yes",3,3,"Sometimes","No",2.69,"No",0,0.4,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Adult",4
"Female",20,"Yes","Yes",3,3,"Sometimes","No",1.85,"No",1.46,1,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Young adult",3
"Female",24,"Yes","Yes",3,3,"Sometimes","No",2.87,"No",0.97,0.6,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Young adult",4
"Female",25,"Yes","Yes",3,3,"Sometimes","No",1,"No",0.01,1,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Young adult",3
"Female",25,"Yes","Yes",3,3,"Sometimes","No",1.08,"No",0.16,0.8,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Young adult",3
"Female",18,"Yes","Yes",3,3,"Sometimes","No",2.71,"No",2,0.8,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Teen",4
"Female",18,"Yes","Yes",3,3,"Sometimes","No",2.15,"No",2,1,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Teen",4
"Female",26,"Yes","Yes",3,3,"Sometimes","No",2.89,"No",0,0,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Adult",4
"Female",26,"Yes","Yes",3,3,"Sometimes","No",2.71,"No",0,0.1,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Adult",4
"Female",25,"Yes","Yes",3,3,"Sometimes","No",1.57,"No",0.21,0.9,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Young adult",3
"Female",25,"Yes","Yes",3,3,"Sometimes","No",1.41,"No",0.14,0.8,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Young adult",3
"Female",20,"Yes","Yes",3,3,"Sometimes","No",1.16,"No",0.79,0.4,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Young adult",3
"Female",20,"Yes","Yes",3,3,"Sometimes","No",1.15,"No",1.72,1,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Young adult",3
"Female",26,"Yes","Yes",3,3,"Sometimes","No",2.69,"No",0,0.4,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Adult",4
"Female",26,"Yes","Yes",3,3,"Sometimes","No",2.71,"No",0,0.2,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Adult",4
"Female",21,"Yes","Yes",3,3,"Sometimes","No",1.49,"No",1.95,0.9,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Young adult",3
"Female",20,"Yes","Yes",3,3,"Sometimes","No",2.87,"No",1.62,0.8,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Young adult",4
"Female",20,"Yes","Yes",3,3,"Sometimes","No",2.64,"No",0.48,0.7,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Young adult",4
"Female",20,"Yes","Yes",3,3,"Sometimes","No",2.42,"No",0.95,0.6,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Young adult",4
"Female",18,"Yes","Yes",3,3,"Sometimes","No",2.9,"No",1.51,0.6,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Teen",4
"Female",21,"Yes","Yes",3,3,"Sometimes","No",2.95,"No",1.45,0.7,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Young adult",4
"Female",26,"Yes","Yes",3,3,"Sometimes","No",2.62,"No",0,0.2,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Adult",4
"Female",26,"Yes","Yes",3,3,"Sometimes","No",2.55,"No",0,0.2,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Adult",4
"Female",25,"Yes","Yes",3,3,"Sometimes","No",2.65,"No",0.19,0.7,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Young adult",4
"Female",26,"Yes","Yes",3,3,"Sometimes","No",1.7,"No",0,0.5,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Adult",3
"Female",22,"Yes","Yes",3,3,"Sometimes","No",2.85,"No",1.21,0.8,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Young adult",4
"Female",19,"Yes","Yes",3,3,"Sometimes","No",2.84,"No",1.42,0.8,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Young adult",4
"Female",25,"Yes","Yes",3,3,"Sometimes","No",1.05,"No",0.03,0.5,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Young adult",3
"Female",25,"Yes","Yes",3,3,"Sometimes","No",1.07,"No",0.11,1,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Young adult",3
"Female",26,"Yes","Yes",3,3,"Sometimes","No",2.61,"No",0,0.6,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Adult",4
"Female",25,"Yes","Yes",3,3,"Sometimes","No",1.24,"No",0.16,0.6,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Young adult",3
"Female",18,"Yes","Yes",3,3,"Sometimes","No",2.86,"No",1.7,0.7,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Teen",4
